Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001023377,0.001543074,0.001806929,0.001940863,0.002008833,0.002043321,0.002060816,0.00206969,0.002074189,0.002076471,0.002077627,0.002078213,0.00207851,0.002078661,0.002078737,0.002078776,0.002078795,0.002078805,0.00207881,0.002078813,0.002078814,0.002078814,0.002078815,0.002078815,0.002078815,0.002078815,0.002078815,0.002078815
0,0,0,0,0,0,0,0,0,0,0,0,0,1.40189E-05,2.08523E-05,2.40924E-05,2.55377E-05,2.60887E-05,2.61964E-05,2.60863E-05,2.58711E-05,2.56073E-05,2.53228E-05,2.50317E-05,2.47406E-05,2.44531E-05,2.41705E-05,2.38935E-05,2.36224E-05,2.33572E-05,2.30978E-05,2.28441E-05,2.25958E-05,2.23528E-05,2.2115E-05,2.18823E-05,2.16543E-05,2.14311E-05,2.12124E-05,2.09981E-05,2.07882E-05
